vehicle_id,lap,lap_time_s,lap_interval_s,is_outlier,AIR_TEMP,HUMIDITY,WIND_SPEED,RAIN,POSITION,NUMBER,LAPS,TOTAL_TIME,FL_TIME,avg_speed_est,is_fastest_lap,FL_KPH,FL_TIME_SEC,TOTAL_TIME_SEC,GAP_FIRST_SEC,lap_diff_from_mean,lap_time_ratio,lap_time_change,cumulative_time,temp_lap_ratio,wind_lap_ratio,humidity_effect,position_norm,speed_efficiency,fast_lap_gap,lap_progress,is_first_lap,is_last_lap,lap_consistency,mean_lap_time,lap_std,min_lap,max_lap,n_laps,mean_speed,mean_air_temp,mean_humidity,mean_wind
GR86-002-2,0,23.221,23.22,False,,,,,19.0,2.0,15.0,45:31.281,2:40.838,620.1283321131734,True,145.8,160.838,2731.281,27.592,-276.40770000000003,0.0774992515736977,,23.221,,,,0.6785714285714286,4.2532807415169644,-137.617,0.0,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,1,900.226,900.243,False,21.0,94.67,2.52,0.0,19.0,2.0,15.0,45:31.281,2:40.838,15.995983230877576,False,145.8,160.838,2731.281,27.592,600.5972999999999,3.004471868015313,877.005,923.447,42.86790476190476,343.5977099236641,85224.39542,0.6785714285714286,0.1097118191418215,739.388,0.06666666666666667,1,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,2,228.716,228.721,False,,94.6,0.36,0.0,19.0,2.0,15.0,45:31.281,2:40.838,62.96017768761258,False,145.8,160.838,2731.281,27.592,-70.91270000000003,0.7633314165165085,-671.51,1152.163,,497.20869565217396,21636.5336,0.6785714285714286,0.4318256357175074,67.87800000000001,0.13333333333333333,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,3,211.844,211.95,False,21.19,94.62,18.36,0.0,19.0,2.0,15.0,45:31.281,2:40.838,67.97454730839675,False,145.8,160.838,2731.281,27.592,-87.78470000000004,0.7070217238869306,-16.872000000000014,1364.007,9.99735724398301,11.47583965330444,20044.67928,0.6785714285714286,0.46621774559942897,51.006,0.2,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,4,169.954,169.864,False,21.26,94.68,,0.0,19.0,2.0,15.0,45:31.281,2:40.838,84.72880897183943,False,145.8,160.838,2731.281,27.592,-129.67470000000003,0.5672153568733569,-41.889999999999986,1533.961,7.994073377234242,,16091.244720000002,0.6785714285714286,0.5811303770359356,9.116000000000014,0.26666666666666666,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,5,168.489,168.496,False,,94.76,,0.0,19.0,2.0,15.0,45:31.281,2:40.838,85.46552000427327,False,145.8,160.838,2731.281,27.592,-131.13970000000003,0.5623259721114833,-1.4650000000000034,1702.45,,,15966.017640000002,0.6785714285714286,0.5861832647755368,7.6510000000000105,0.3333333333333333,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,6,172.574,172.573,False,21.49,94.57,,0.0,19.0,2.0,15.0,45:31.281,2:40.838,83.44246526127921,False,145.8,160.838,2731.281,27.592,-127.05470000000003,0.5759595125567076,4.085000000000008,1875.0240000000001,8.030432759422988,,16320.32318,0.6785714285714286,0.5723077178414212,11.736000000000018,0.4,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,7,168.801,168.82,False,21.67,94.56,4.68,0.0,19.0,2.0,15.0,45:31.281,2:40.838,85.30755149554803,False,145.8,160.838,2731.281,27.592,-130.82770000000005,0.5633672608798822,-3.7730000000000246,2043.825,7.789616982002768,35.314016736401676,15961.822559999999,0.6785714285714286,0.5850998044962141,7.962999999999994,0.4666666666666667,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,32768,438.608,,False,,,,,19.0,2.0,15.0,45:31.281,2:40.838,32.83113851092547,False,145.8,160.838,2731.281,27.592,138.97929999999997,1.4638384106729427,269.807,2482.433,,,,0.6785714285714286,0.22517927648097028,277.77,2184.5333333333333,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-002-2,32768,513.854,513.869,False,,,,,19.0,2.0,15.0,45:31.281,2:40.838,28.02352419169647,False,145.8,160.838,2731.281,27.592,214.2253,1.7149692269131762,75.24600000000004,2996.2870000000003,,,,0.6785714285714286,0.19220524136966027,353.0160000000001,2184.5333333333333,0,0,0.003915900539112876,299.62870000000004,254.36910092883616,23.221,900.226,10,116.68580487756222,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,1,229.765,229.764,False,,94.6,0.36,0.0,,,,,,62.67273083367789,False,,,,,-226.87414285714289,0.5031653628341729,,229.765,,499.4891304347826,21735.768999999997,,,,,1,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,2,208.026,208.027,False,21.19,94.62,18.36,0.0,,,,,,69.22211646621095,False,,,,,-248.61314285714286,0.45555884390112356,-21.738999999999976,437.791,9.81717791411043,11.269014084507042,19683.420120000002,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,3,171.856,171.867,False,21.26,94.68,,0.0,,,,,,83.79108090494368,False,,,,,-284.7831428571429,0.37634969031501586,-36.170000000000016,609.6469999999999,8.083537158984006,,16271.32608,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,4,169.321,169.323,False,,94.76,,0.0,,,,,,85.04556434228478,True,,,,,-287.3181428571429,0.3707982608336561,-2.5349999999999966,778.968,,,16044.857960000001,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,5,169.747,169.794,False,21.49,94.57,,0.0,,,,,,84.83213252664258,False,,,,,-286.89214285714286,0.3717311637760858,0.42600000000001614,948.715,7.898883201489066,,16052.97379,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,6,170.665,170.626,False,21.67,94.56,4.68,0.0,,,,,,84.37582398265609,False,,,,,-285.97414285714285,0.3737415039196314,0.917999999999978,1119.38,7.875634517766496,35.703974895397494,16138.0824,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-004-78,32768,2077.094,,False,21.0,94.67,2.52,0.0,,,,,,6.932762792632399,False,,,,,1620.4548571428572,4.548655174420315,1906.429,3196.474,98.9092380952381,792.7839694656489,196638.48898,,,,,0,0,0.001396751320819752,456.6391428571429,714.9470587886045,169.321,2077.094,7,68.1246016927212,21.322,94.63714285714286,6.4799999999999995
GR86-006-7,1,899.297,899.327,False,21.0,94.67,2.52,0.0,2.0,7.0,15.0,45:04.341,2:43.792,16.01250754756215,False,143.2,163.792,2704.341,0.652,513.675,2.332068709772783,,899.297,42.82366666666667,343.24312977099237,85136.44699,0.07142857142857142,0.1118191867846519,735.505,0.06666666666666667,1,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,2,228.716,228.723,False,,94.6,0.36,0.0,2.0,7.0,15.0,45:04.341,2:43.792,62.96017768761258,False,143.2,163.792,2704.341,0.652,-156.906,0.5931093143026073,-670.581,1128.013,,497.20869565217396,21636.5336,0.07142857142857142,0.43966604530455716,64.924,0.13333333333333333,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,3,211.918,211.913,False,21.19,94.62,18.36,0.0,2.0,7.0,15.0,45:04.341,2:43.792,67.95081116280825,False,143.2,163.792,2704.341,0.652,-173.704,0.5495485216092443,-16.798000000000002,1339.931,10.000849457291174,11.47984832069339,20051.68116,0.07142857142857142,0.4745168377291079,48.126000000000005,0.2,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,4,170.659,170.66,False,21.26,94.68,,0.0,2.0,7.0,15.0,45:04.341,2:43.792,84.37879045347741,False,143.2,163.792,2704.341,0.652,-214.96300000000002,0.4425551446753556,-41.259000000000015,1510.5900000000001,8.027234242709312,,16157.994120000001,0.07142857142857142,0.5892373635019372,6.86699999999999,0.26666666666666666,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,5,169.214,169.22,False,,94.76,,0.0,2.0,7.0,15.0,45:04.341,2:43.792,85.09934166203742,False,143.2,163.792,2704.341,0.652,-216.40800000000002,0.4388079518284745,-1.4449999999999932,1679.804,,,16034.718640000001,0.07142857142857142,0.5942691456846189,5.421999999999997,0.3333333333333333,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,6,168.876,168.892,False,21.49,94.57,,0.0,2.0,7.0,15.0,45:04.341,2:43.792,85.26966531656363,True,143.2,163.792,2704.341,0.652,-216.746,0.4379314458199999,-0.33799999999999386,1848.68,7.858352722196371,,15970.60332,0.07142857142857142,0.5954585566799137,5.084000000000003,0.4,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,7,169.036,169.03,False,21.63,94.77,7.92,0.0,2.0,7.0,15.0,45:04.341,2:43.792,85.18895383231974,False,143.2,163.792,2704.341,0.652,-216.586,0.4383463599068518,0.1599999999999966,2017.7160000000001,7.814886731391586,21.076807980049878,16019.54172,0.07142857142857142,0.5948949289966463,5.244,0.4666666666666667,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-006-7,32768,1067.26,,False,,,,,2.0,7.0,15.0,45:04.341,2:43.792,13.492494799767629,False,143.2,163.792,2704.341,0.652,681.6379999999999,2.767632552084684,898.2239999999999,3084.976,,,,0.07142857142857142,0.09422133240061194,903.468,2184.5333333333333,0,0,0.002678860519138484,385.622,372.2930448807383,168.876,1067.26,8,62.5440928077686,21.314,94.66714285714285,7.289999999999999
GR86-010-16,1,903.555,903.557,False,21.0,94.67,2.52,0.0,,,,,,15.937048657801684,False,,,,,271.50739999999985,1.4295679629192481,,903.555,43.02642857142857,344.86832061068696,85539.55185,,,,,1,0,0.0007635165650620347,632.0476000000001,1308.7292786552068,0.0,4286.849,10,inf,21.284285714285716,94.63333333333334,10.44
GR86-010-16,2,229.021,229.022,False,,94.6,0.36,0.0,,,,,,62.87633011819878,False,,,,,-403.02660000000014,0.3623477092548092,-674.534,1132.576,,497.8717391304348,21665.386599999998,,,,,0,0,0.0007635165650620347,632.0476000000001,1308.7292786552068,0.0,4286.849,10,inf,21.284285714285716,94.63333333333334,10.44
GR86-010-16,3,213.096,213.1,False,21.19,94.62,18.36,0.0,,,,,,67.57517738484063,False,,,,,-418.9516000000001,0.33715182210960054,-15.924999999999983,1345.672,10.05644171779141,11.543661971830986,20163.14352,,,,,0,0,0.0007635165650620347,632.0476000000001,1308.7292786552068,0.0,4286.849,10,inf,21.284285714285716,94.63333333333334,10.44
GR86-010-16,3,0.0,0.001,True,21.19,94.62,18.36,0.0,,,,,,inf,False,,,,,-632.0476000000001,0.0,-213.096,1345.672,0.0,0.0,0.0,,,,,0,0,0.0007635165650620347,632.0476000000001,1308.7292786552068,0.0,4286.849,10,inf,21.284285714285716,94.63333333333334,10.44
GR86-010-16,4,0.0,0.002,True,21.19,94.62,18.36,0.0,,,,,,inf,False,,,,,-632.0476000000001,0.0,0.0,1345.672,0.0,0.0,0.0,,,,,0,0,0.0007635165650620347,632.0476000000001,1308.7292786552068,0.0,4286.849,10,inf,21.284285714285716,94.63333333333334,10.44
